SKU,Name,Description,Brand,Category,Manufacturer,Price,Availability,Weight,Dimensions,Material,Color
W2I7HK8L,Accessory Equipment Device,Innovative healthcare product for Supplies Medical,Brand A,Laboratory Equipment,Manufacturer A,459.4,In stock,4.6,76.8x32.7x46.3,Fabric,Grey
YYCW3BGB,Accessory,Portable supply for Device Care Device,Brand C,Personal Care,Manufacturer E,139.4,Out of stock,10.7,97.4x18.5x45.6,Fabric,Orange
738A414N,Health Medical Health,Innovative medical equipment for Medical Equipment,Brand B,Personal Care,Manufacturer D,351.3,In stock,6.8,15.2x27.4x7.4,Plastic,Green
HRGA1KSS,Care,Durable device for Supplies Care,Brand A,Therapeutic Equipment,Manufacturer B,105.7,Out of stock,8.7,73.4x6.7x46.2,Fabric,Black
WOB5HKRQ,Equipment Equipment,Innovative healthcare product for Device,Brand A,Personal Care,Manufacturer C,473.2,Out of stock,15.4,54.5x41.0x35.8,Fabric,Green
C5H83P38,Device,Innovative supply for Supplies Medical,Brand A,Personal Care,Manufacturer A,180.7,In stock,3.5,52.7x24.1x32.9,Plastic,Red
1H2DEP57,Supplies,Durable device for Device Device Medical,Brand C,Therapeutic Equipment,Manufacturer A,84.4,In stock,7.4,43.3x8.3x20.7,Fabric,Yellow
SEXT8QYV,Device Care,Portable healthcare product for Health Health Supplies,Brand A,Laboratory Equipment,Manufacturer D,201.9,Out of stock,12.3,53.8x39.8x21.6,Metal,Yellow
LTURLDVO,Health,Advanced healthcare product for Device,Brand B,Diagnostic Equipment,Manufacturer A,80.3,Out of stock,4.7,73.1x30.3x14.1,Fabric,Yellow
CBC51YXS,Device,High-quality healthcare product for Supplies Supplies Care,Brand D,Laboratory Equipment,Manufacturer D,411.6,In stock,4.3,95.7x5.5x24.8,Metal,Orange
5H9ZJUP2,Health Accessory Health,Advanced device for Accessory Device Accessory,Brand A,Personal Care,Manufacturer D,60.4,In stock,4.4,86.9x16.5x37.1,Wood,Green
N5QNUYHJ,Accessory Supplies,Compact device for Care,Brand B,Surgical Supplies,Manufacturer C,265.4,Out of stock,10.9,31.9x7.0x30.3,Wood,Orange
ZPPZSSR1,Equipment Supplies,Portable healthcare product for Device Care,Brand C,Surgical Supplies,Manufacturer C,327.9,In stock,1.5,87.7x26.1x28.4,Glass,Red
LVACNPQM,Health Device Supplies,High-quality supply for Care,Brand B,Personal Care,Manufacturer C,209.4,Out of stock,11.5,79.1x37.2x33.1,Plastic,White
QZP8WQ4F,Health,Innovative medical equipment for Health,Brand C,Laboratory Equipment,Manufacturer E,169.7,Out of stock,1.7,70.1x30.8x41.1,Fabric,Blue
FEXD95J9,Health,Portable device for Equipment Device,Brand C,Surgical Supplies,Manufacturer A,308.5,Out of stock,3.1,52.4x8.7x12.5,Metal,Black
FREOKDY9,Accessory,Innovative medical equipment for Device,Brand E,Personal Care,Manufacturer A,205.6,In stock,3.9,77.1x15.8x23.5,Fabric,Grey
D3F6TYGK,Supplies,Portable medical equipment for Medical Medical Care,Brand B,Laboratory Equipment,Manufacturer D,165.4,In stock,13.4,86.8x10.4x17.6,Glass,Green
8TBQ3G2U,Equipment Supplies Health,Advanced healthcare product for Medical,Brand B,Laboratory Equipment,Manufacturer C,130.0,Out of stock,11.2,19.7x36.4x34.0,Wood,Grey
IQL2XZB6,Equipment Health,Compact medical equipment for Health,Brand B,Diagnostic Equipment,Manufacturer C,229.6,In stock,2.7,58.2x14.0x42.8,Glass,Yellow
BK7OENYQ,Accessory Health,Advanced healthcare product for Device,Brand E,Diagnostic Equipment,Manufacturer A,92.4,Out of stock,14.4,46.7x10.0x20.5,Glass,Blue
CHHPTVO1,Medical Health,High-quality supply for Medical Device,Brand D,Laboratory Equipment,Manufacturer A,415.4,In stock,2.9,93.1x34.5x31.5,Glass,Black
JJOMH2JV,Supplies,Durable healthcare product for Care Accessory Supplies,Brand B,Surgical Supplies,Manufacturer B,464.4,In stock,17.3,58.2x8.0x23.4,Glass,Red
MBAZXWBE,Medical Care Accessory,Durable supply for Device,Brand D,Therapeutic Equipment,Manufacturer A,351.4,In stock,6.8,47.8x17.5x23.2,Metal,Green
